"partNumber","title","price","partsCategory"
"7511.1004005-10","К-т гильза, поршень+ уплотнительные кольца (на 1 цилиндр) ""нового образца""",3975,2870
"238НБ-1004006-А","К-т гильза, поршень+ уплотнительные кольца (на 1 цилиндр) ""нового образца""",3915,2870
"236-1004008-Б","К-т гильза, поршень, палец (на 1 цилиндр)",0,2870
"238НБ-1004005-А3","К-Т ГИЛЬЗА,ПОРШЕНЬ,КОЛЬЦА",2299,2870
"236-1004002-А3","К-т колец на 1 поршень",299,2870
"7511.1004002","К-т колец на 1 поршень (РОССИЯ) КАЧЕСТВО",788,2870
"236-1004002","К-т колец на 1 поршень Дв ЯМЗ 236/238",495,2870
"5320-1009010","Картер масляный (а/м КАМАЗ-740)",1748,2870
"236-1009010-В3","Картер масляный в сборе",8664,2870
"238-1009010","Картер масляный в сборе",3215,2870
"238Н-1009010-А2","Картер масляный в сборе Урал двс.ЯМЗ",5326,2870
"238-1002312-В3","Картер маховика",7560,2870
"7601.1002310","Картер маховика в сборе",7500,2870
"650.1002312","Картер маховика ЯМЗ-650.10",0,2870
"236-1009010-А","Картер ЯМЗ масляный",0,2870
"236-1009010-В3","Картер ЯМЗ масляный (236М2-4,А,БЕ-3,БЕ2-6)",7730,2870
"536-1009010-11","Картер ЯМЗ-536 масляный",0,2870
"236-1007010","Клапан впускной в сб. ""большой""",574,2870
"7511.1007010","Клапан впускной в сб. ""большой""",543,2870
"236-1007010","Клапан впускной в сб. ""большой""",180,2870
"14-02-33-В","Клапан впускной Д-160",310,2870
"5340-1007010","Клапан впускной ЯМЗ-534",0,2870
"740-1007015","Клапан выпускной",93,2870
"236-1007015-В5","Клапан выпускной в сб. ""маленький""",828,2870
"236-1007015-В5","Клапан выпускной в сб. ""маленький""",170,2870
"14-02-32","Клапан выпускной Д-160",310,2870
"5340-1007012","Клапан выпускной ЯМЗ-534",0,2870
"236-1011056-А","Клапан дифференциальный в сборе",520,2870
"238Б-1011056","Клапан дифференциальный в сборе",1385,2870
"33.1111282","Клапан КАМАЗ,МАЗ перепускной ТНВД",40,2870
"135-1111282","Клапан МАЗ перепускной ТНВД-133,135 ЯЗДА",650,2870
"236-1011048-Б","Клапан нагнетающей секции редукционный в сборе",996,2870
"236-1011363-Б2","Клапан предохранительный в сборе",750,2870
"238Б-1011048","Клапан редукционный в сборе",1357,2870
"4310-1802180","Колесо зубчатое высшей передачи привоза заднего моста",6250,2870
"740-1117078","Колпак топливного 2902 тонкой очистки",163,2870
"650.1004002","Кольца поршневые",825,2870
"740.13-1000106","Кольца поршневые КАМАЗ Евро-1",786,2870
"201.1721390","Кольцо 2А92",0,2870
"202.1708230-41","Кольцо зубчатое",0,2870
"500А-3001027","Кольцо МАЗ 5337",13,2870
"202.1721182-51","Кольцо маслонакопителя",0,2870
"740-1012085","Кольцо масляного 2902",2,2870
"740-1012083","Кольцо масляного 2902",3,2870
"200-1701034","Кольцо подшипника стопорное",0,2870
"236","Кольцо поршневое",0,2870
"236-1007103-А","Кольцо пружинное упорное",14,2870
"236-1004022-Б","Кольцо стопорное",95,2870
"200-1701034","Кольцо стопорное подшипника первичного вала",60,2870
"740.1004022","Кольцо стопорное поршневого пальца",30,2870
"201.1721334-01","Кольцо торцовое сателлита",0,2870
"025-031-36-2-5","Кольцо уплотнительное (ФТОР/зел) (25 3111 6144)",13,2870
"240-1005586","Кольцо уплотнительное воздухораспределителя (Н2-28х22)",15,2870
"201.1721413-01","Кольцо упорное",0,2870
"240-1005589-Б","Кольцо упорное коленвала",0,2870
"202.1721157-41","Кольцо фрикционное",0,2870
"А 01","Кольцо фторопласт ЯМЗ",16,2870
"238-1701283","Кольцо ЯМЗ упорное подшипника вторичного вала",0,2870
"238М-1721382-11","Кольцо ЯМЗ-238ВМ торцевое ОАО ""ТМЗ""",0,2870
"236-1004002-А4","Комплект колец поршневых 236-1004002-А4 ЯМЗ (на 1 поршень)",510,2870
"236-3708001","Комплект крепления стартера (скоба,болт,кронштейны) СТ.25.3708-01",2808,2870
"236-1000004","Комплект манжет двигатель ЯМЗ-236 с ТНВД",656,2870
"7511.10-06","Комплект медных уплотнительных колец",273,2870
"22-03С8","КОМПЛЕКТ ПОРШНЕВОЙ (ГИЛЬЗА, ПОРШЕНЬ, КОЛЬЦА)",0,2870
"236-1000106-Б3","Комплект поршневых колец",354,2870
"80.1111012","Комплект ремонтный ТНВД",380,2870
"236-1003001-01","Комплект шпилек ГБЦ (ЯМЗ-236) 31 шт.",931,2870
"7511.1004006-10","Комплект ЯМЗ 7511.1004006-10 ""Дальнобойщик""гильза, поршень, поршневой палец , поршневые кольца",3541,2870
"650-1004005","Комплект ЯМЗ-650.10 гильза, поршень, поршневые и уплотнительные кольца ЕВРО-3",21991,2870
"651-1004005","Комплект ЯМЗ-651.10 гильза, поршень, поршневые и уплотнительные кольца ЕВРО-4",0,2870
"740-1303176","Коробка водяная в сборе Камаз",0,2870
"740-1303176-10","Коробка водяная в сборе Урал дв.Камаз",4371,2870
"236-1007144-В","Коромысло клапана",580,2870
"7511.1007144","Коромысло клапана (нов. образца)",476,2870
"7511.1007144","Коромысло клапана с втулкой в сб.",217,2870
"236-1701478-Б","Корпус манжеты",149,2870
"236-1029172","Корпус подшипника",890,2870
"333.1110700-20","Корректор подачи топлива по наддуву",6107,2870
"423.1110860-10","Корректор ЯМЗ ТНВД 133,17 по наддуву СБ ЯЗДА 423.1110860-10",4190,2870
"154-1700050","КПП Камаз",0,2870
"64301-1001050","Кронштейн",0,2870
"238-3701774","Кронштейн",869,2870
"4320Я3-1108326","Кронштейн",179,2870
"4320-1001037","Кронштейн верхний  левый",188,2870
"4320-1001036","Кронштейн верхний правый",188,2870
"4320-1001016","Кронштейн ДВС верхней передней опоры (Урал-Камаз) (под 27-ю подушку)",2000,2870
"4320Я-1001051","Кронштейн ДВС задний левый",1350,2870
"4320Я-1001050","Кронштейн ДВС задний правый",1435,2870
"4320Я-1001177","Кронштейн задней опоры ДВС",1947,2870
"236-1011320","Кронштейн крепления всасывающей трубы",40,2870
"236-3701774","Кронштейн крепления генератора 273",895,2870
"4320-1001048","Кронштейн нижний двигателя КамАЗ",0,2870
"532302-1001051","Кронштейн опоры двигателя задний, левый",10437,2870
"4320-1001015","Кронштейн опоры силового агрегата УРАЛ",1229,2870
"236-1001020-А3","Кронштейн передней опоры",1140,2870
"4320Я2-1001013","Кронштейн передней опоры ДВС левый",1770,2870
"4320-1001013","Кронштейн передней опоры ДВС левый (ДВС 740-10)",0,2870
"4320Я-1001013","Кронштейн передней опоры ДВС левый ЯМЗ-236",1283,2870
"4320Я2-1001012","Кронштейн передней опоры ДВС правый",1652,2870
"4320-1001012","Кронштейн передней опоры ДВС правый (ДВС 740-10)",1250,2870
"4320Я-1001012","Кронштейн передней опоры ДВС правый ЯМЗ-236",1282,2870
"7511.1115053","Кронштейн трубы соединительной с интеркулером",0,2870
"236-3708702-Б","Кронштейн ЯМЗ крепления стартера 2501.3708 верхний 236-3708702-Б",520,2870
"236-3708704-Б.","Кронштейн ЯМЗ крепления стартера 2501.3708 нижний 236-3708704-Б.",440,2870
"238БЕ-1308012","Крыльчатка вентилятора (, 10 лопастей, вн. д-р 65 мм) 238БЕ-1308012-П",1635,2870
"238Н-1308012","Крыльчатка вентилятора 50*600 дв.ЯМЗ-238Д, Б",1806,2870
"740.51-1317500-02","Крыльчатка вентилятора 710мм.",2577,2870
"238-1308012-А4","Крыльчатка вентилятора Диам 50 мм., шир.лопости 83 мм., дл.лопости 173 мм.)плас",1100,2870
"236НЕ-1308012","Крыльчатка вентилятора ЯМЗ-238 Д=67 (мет.лоп.)",1562,2870
"236-1002255-В4","Крышка блока ""верхняя"" в сборе",1365,2870
"740-1002264-10","Крышка блока передняя",0,2870
"238АК-1002256","Крышка блока цилиндров",0,2870
"236-1003260-Б","Крышка головки цилиндров ""левая""",430,2870
"236-1003256-Б2","Крышка головки цилиндров с патрубком ""правая""",2510,2870
"238-1003256","Крышка головки цилиндров с патрубком ""правая""",2457,2870
"236-1002260-Е","Крышка двигателя ЯМЗ передняя С/О",7579,2870
"236-1003244-А","Крышка клапанная",2389,2870
"238-1003256-В3","Крышка клапанная ЯМЗ-238 (МАЗ,КРАЗ,УРАЛ) с маслозаливной горловиной",0,2870
"650-1003256","Крышка клапанная ЯМЗ-650, ЯМЗ-651 головки блока цилиндров",8263,2870
"236-1702010-Б","Крышка КПП верхняя в сборе с вилками и механизмом переключения передач",6958,2870
"236-1002318","Крышка люка картера",35,2870
"64229-1001052","Крышка МАЗ опоры двигателя",0,2870
"4320-1001094","Крышка опоры ДВС",0,2870
"14-1701040","Крышка первичного вала делителя",0,2870
"236-1002261-В2","Крышка шестерен распред (вод нас 236-А3)",7255,2870
"236-1002264-А3","Крышка шестерен распределения",5170,2870
"238Б-1002261-Б3","Крышка шестерён распределения ЯМЗ 238Б",8462,2870
"740-1007262","Манжета клапана в сб.",5,2870
"650.1005161","Манжета коленвала задняя 160х190х138Z  ЯМЗ-650.10",1650,2870
"5340-1005033-003","Манжета передняя",0,2870
"236-1002315","Маслоотражатель картера маховика",59,2870
"236-1005042","Маслоотражатель коленчатого вала ""задний""",110,2870
"236-1005043","Маслоотражатель коленчатого вала ""передний""",80,2870
"236-1002272","Маслоотражатель крышки шестерен распределения",39,2870
